time,seconds_elapsed,z,y,x
1759092328226331000,0.263330810546875,0.21966800093650818,9.807847023010254,-0.060453593730926514
1759092328236317200,0.273317138671875,0.21009120345115662,9.807847023010254,-0.046088382601737976
1759092328246303500,0.283303466796875,0.20530278980731964,9.817423820495605,-0.050876785069704056
1759092328256290000,0.2932900390625,0.22445641458034515,9.817423820495605,-0.07003039866685867
1759092328266276400,0.3032763671875,0.20530278980731964,9.817423820495605,-0.060453593730926514
1759092328276262700,0.3132626953125,0.20051439106464386,9.81263542175293,-0.06524199992418289
1759092328286249000,0.3232490234375,0.2148796021938324,9.81263542175293,-0.050876785069704056
1759092328296235300,0.3332353515625,0.20051439106464386,9.807847023010254,-0.060453593730926514
1759092328306221600,0.3432216796875,0.19572599232196808,9.817423820495605,-0.060453593730926514
1759092328316208000,0.3532080078125,0.21009120345115662,9.807847023010254,-0.06524199992418289
1759092328326194400,0.3631943359375,0.19572599232196808,9.807847023010254,-0.055665191262960434
1759092328336180700,0.3731806640625,0.1909375786781311,9.81263542175293,-0.046088382601737976
1759092328346167000,0.3831669921875,0.2148796021938324,9.81263542175293,-0.06524199992418289
1759092328356153300,0.3931533203125,0.1909375786781311,9.81263542175293,-0.06524199992418289
1759092328366140000,0.403139892578125,0.19572599232196808,9.807847023010254,-0.060453593730926514
1759092328376126200,0.413126220703125,0.2148796021938324,9.807847023010254,-0.050876785069704056
1759092328386112500,0.423112548828125,0.20051439106464386,9.807847023010254,-0.055665191262960434
1759092328396098800,0.433098876953125,0.18614917993545532,9.81263542175293,-0.060453593730926514
1759092328406085000,0.443085205078125,0.2148796021938324,9.807847023010254,-0.06524199992418289
1759092328416071700,0.45307177734375,0.1909375786781311,9.807847023010254,-0.060453593730926514
1759092328426058000,0.46305810546875,0.20530278980731964,9.807847023010254,-0.050876785069704056
1759092328436044300,0.473044189453125,0.22445641458034515,9.803058624267578,-0.060453593730926514
1759092328446030600,0.483030517578125,0.20051439106464386,9.817423820495605,-0.055665191262960434
1759092328456017000,0.493016845703125,0.21009120345115662,9.803058624267578,-0.06524199992418289
1759092328466003500,0.50300341796875,0.21009120345115662,9.807847023010254,-0.055665191262960434
1759092328475989800,0.51298974609375,0.1909375786781311,9.803058624267578,-0.050876785069704056
1759092328485976000,0.52297607421875,0.20051439106464386,9.803058624267578,-0.050876785069704056
1759092328495962400,0.53296240234375,0.21009120345115662,9.803058624267578,-0.060453593730926514
1759092328505948700,0.54294873046875,0.1909375786781311,9.807847023010254,-0.055665191262960434
1759092328515935200,0.552935302734375,0.19572599232196808,9.81263542175293,-0.055665191262960434
1759092328525921500,0.562921630859375,0.21966800093650818,9.807847023010254,-0.055665191262960434
1759092328535907800,0.572907958984375,0.1909375786781311,9.817423820495605,-0.050876785069704056
1759092328545894100,0.58289404296875,0.20051439106464386,9.807847023010254,-0.06524199992418289
1759092328555880400,0.59288037109375,0.21966800093650818,9.803058624267578,-0.06524199992418289
1759092328565867000,0.602866943359375,0.17657238245010376,9.807847023010254,-0.050876785069704056
1759092328575853300,0.612853271484375,0.20530278980731964,9.817423820495605,-0.055665191262960434
1759092328585839600,0.622839599609375,0.21009120345115662,9.803058624267578,-0.060453593730926514
1759092328595826000,0.632825927734375,0.17657238245010376,9.827000617980957,-0.060453593730926514
1759092328605812200,0.642812255859375,0.2148796021938324,9.807847023010254,-0.06524199992418289
1759092328615798800,0.652798828125,0.20051439106464386,9.817423820495605,-0.060453593730926514
1759092328625785000,0.66278515625,0.1909375786781311,9.803058624267578,-0.055665191262960434
1759092328635771400,0.672771484375,0.20530278980731964,9.807847023010254,-0.060453593730926514
1759092328645757700,0.6827578125,0.1909375786781311,9.803058624267578,-0.060453593730926514
1759092328655744000,0.692743896484375,0.21009120345115662,9.807847023010254,-0.060453593730926514
1759092328665730600,0.70273046875,0.20530278980731964,9.81263542175293,-0.060453593730926514
1759092328675716900,0.712716796875,0.20530278980731964,9.81263542175293,-0.050876785069704056
1759092328685703200,0.722703125,0.20051439106464386,9.817423820495605,-0.055665191262960434
