time,seconds_elapsed,z,y,x
1759093953167869400,0.149869384765625,0.15741875767707825,9.798270225524902,-0.046088382601737976
1759093953187835100,0.169835205078125,0.17178396880626678,9.807847023010254,-0.060453593730926514
1759093953197818000,0.179818115234375,0.18614917993545532,9.831789016723633,-0.06524199992418289
1759093953207801000,0.189801025390625,0.19572599232196808,9.81263542175293,-0.050876785069704056
1759093953217783800,0.19978369140625,0.18136078119277954,9.817423820495605,-0.046088382601737976
1759093953227766800,0.209766845703125,0.17178396880626678,9.822212219238281,-0.050876785069704056
1759093953237749800,0.219749755859375,0.20530278980731964,9.817423820495605,-0.06524199992418289
1759093953247732700,0.229732666015625,0.17178396880626678,9.822212219238281,-0.055665191262960434
1759093953257715500,0.239715576171875,0.18614917993545532,9.831789016723633,-0.050876785069704056
1759093953267698400,0.249698486328125,0.20051439106464386,9.807847023010254,-0.060453593730926514
1759093953277681400,0.259681396484375,0.17178396880626678,9.822212219238281,-0.050876785069704056
1759093953287664400,0.269664306640625,0.18136078119277954,9.827000617980957,-0.06524199992418289
1759093953297647400,0.2796474609375,0.1909375786781311,9.817423820495605,-0.06524199992418289
1759093953307630000,0.289630126953125,0.166995570063591,9.827000617980957,-0.050876785069704056
1759093953317613000,0.299613037109375,0.17657238245010376,9.81263542175293,-0.060453593730926514
1759093953327596000,0.309595947265625,0.19572599232196808,9.822212219238281,-0.07003039866685867
1759093953337579000,0.3195791015625,0.17178396880626678,9.827000617980957,-0.06524199992418289
1759093953347561700,0.329561767578125,0.18136078119277954,9.822212219238281,-0.06524199992418289
1759093953357544700,0.339544677734375,0.18614917993545532,9.827000617980957,-0.07003039866685867
1759093953367527700,0.349527587890625,0.18614917993545532,9.827000617980957,-0.07481880486011505
1759093953377510700,0.3595107421875,0.17657238245010376,9.822212219238281,-0.06524199992418289
1759093953387493400,0.369493408203125,0.18614917993545532,9.841365814208984,-0.060453593730926514
1759093953397476400,0.379476318359375,0.18136078119277954,9.807847023010254,-0.060453593730926514
1759093953407459300,0.389459228515625,0.17657238245010376,9.822212219238281,-0.060453593730926514
1759093953417442300,0.3994423828125,0.17657238245010376,9.822212219238281,-0.06524199992418289
1759093953427425300,0.40942529296875,0.19572599232196808,9.81263542175293,-0.055665191262960434
1759093953437408000,0.419407958984375,0.18136078119277954,9.827000617980957,-0.050876785069704056
1759093953447391000,0.429390869140625,0.17657238245010376,9.817423820495605,-0.055665191262960434
1759093953457374000,0.4393740234375,0.19572599232196808,9.817423820495605,-0.060453593730926514
1759093953467357000,0.44935693359375,0.18136078119277954,9.817423820495605,-0.055665191262960434
1759093953477340000,0.45933984375,0.16220717132091522,9.822212219238281,-0.050876785069704056
