time,seconds_elapsed,z,y,x
1759093080891176400,0.206176513671875,0.21009120345115662,9.889249801635742,-0.18495208024978638
1759093080901161000,0.216160888671875,0.1909375786781311,9.72165584564209,0.03531447425484657
1759093080911145500,0.2261455078125,0.03711012750864029,9.841365814208984,0.06404489278793335
1759093080921129700,0.236129638671875,0.10893617570400238,9.769539833068848,-0.11312603205442429
1759093080931114200,0.2461142578125,0.10893617570400238,9.927556991577148,-0.18495208024978638
1759093080941098800,0.2560986328125,-0.13527239859104156,9.803058624267578,-0.06524199992418289
1759093080951083300,0.266083251953125,0.5835866928100586,9.654618263244629,0.011372458189725876
1759093080961067500,0.276067626953125,0.2148796021938324,9.798270225524902,0.0017956512747332454
1759093080971052000,0.286052001953125,-0.23582886159420013,9.87967300415039,-0.14664486050605774
1759093080981036500,0.29603662109375,0.43993455171585083,9.822212219238281,-0.30945056676864624
1759093080991020800,0.306020751953125,0.05626374110579491,9.803058624267578,-0.03172317147254944
1759093081001005300,0.31600537109375,-0.005985504016280174,9.807847023010254,0.0975637212395668
1759093081010989800,0.32598974609375,0.36332011222839355,9.7791166305542,-0.09876082092523575
1759093081020974000,0.33597412109375,-0.0011971008498221636,9.841365814208984,-0.16579847037792206
1759093081030958600,0.34595849609375,0.11372458189725876,9.898826599121094,-0.14185644686222076
1759093081040943000,0.355943115234375,0.25318682193756104,9.807847023010254,-0.055665191262960434
1759093081050927400,0.36592724609375,0.013168109580874443,9.841365814208984,-0.002992752008140087
1759093081060911900,0.375911865234375,0.16220717132091522,9.870096206665039,-0.12270283699035645
1759093081070896400,0.385896484375,-0.39863458275794983,10.061633110046387,-0.09397241473197937
1759093081080880600,0.395880615234375,0.43514615297317505,9.692925453186035,-0.12270283699035645
1759093081090865200,0.405865234375,0.7990648150444031,9.582792282104492,-0.03651157766580582
1759093081100849700,0.415849609375,-0.18315643072128296,9.836577415466309,0.08319851011037827
1759093081110834200,0.425834228515625,0.04189852997660637,9.860519409179688,-0.11791443079710007
1759093081120818400,0.435818359375,0.43993455171585083,9.745597839355469,-0.24241292476654053
1759093081130803000,0.445802978515625,-0.07781155407428741,9.889249801635742,-0.0077811554074287415
